Classification Name;Country Name;Data;SUM([Data])/1000;SUM([Data])/1000
United Kingdom;Grenada;196189,1;196,1891;196,1891
Saudi Arabia;Somalia;191475,2;191,4752;191,4752
Saudi Arabia;Kosovo;187422,3;187,4223;187,4223
United States;Honduras;183444,4;183,4444;183,4444
Austria;Tanzania;182777,8;182,7778;182,7778
Spain;Madagascar;165722;165,722;165,722
Germany, Fed.Rep. Of;Cambodia;163094,4;163,0944;163,0944
Nigeria;Ghana;159000;159;159
Belgium;Malawi;154096,5;154,0965;154,0965
China;Nicaragua;152000;152;152
Italy;Kenya;151239,9;151,2399;151,2399
United Arab Emirates;Togo;149761,7;149,7617;149,7617
United Arab Emirates;Rwanda;149664;149,664;149,664
United Arab Emirates;Madagascar;147038,8;147,0388;147,0388
Japan;Nigeria;140092,8;140,0928;140,0928
Kuwait;Afghanistan;112396,7;112,3967;112,3967
India;Liberia;110000;110;110
Belgium;Tanzania;108244,2;108,2442;108,2442
Kuwait;Central African Republic;99173,6;99,1736;99,1736
United States;Maldives;90625,2;90,6252;90,6252
Saudi Arabia;Tanzania;90333,4;90,3334;90,3334
Japan;Burkina Faso;87558;87,558;87,558
Poland;Mongolia;85774,2;85,7742;85,7742
Poland;Myanmar;83812,4;83,8124;83,8124
Belgium;Djibouti;69213;69,213;69,213
Belgium;Cabo Verde;66213,5;66,2135;66,2135
Thailand;Myanmar;65350,3;65,3503;65,3503
Austria;Ghana;53483,9;53,4839;53,4839
Brazil;Sao Tome and Principe;52500;52,5;52,5
United States;Guyana;52125;52,125;52,125
Belgium;Sao Tome and Principe;49501,3;49,5013;49,5013
United Arab Emirates;Zambia;49012,9;49,0129;49,0129
United Arab Emirates;Ethiopia;47586,6;47,5866;47,5866
Multiple Lenders;Liberia;46000;46;46
Korea, Republic Of;Mali;43977,3;43,9773;43,9773
Multiple Lenders;Dominica;43428,6;43,4286;43,4286
Denmark;Somalia;41382,8;41,3828;41,3828
Belize;Dominica;30000;30;30
Korea, Republic Of;Cote d'Ivoire;28000;28;28
France;Congo, Dem. Rep.;27559,9;27,5599;27,5599
Poland;Moldova;27371,2;27,3712;27,3712
Italy;Mali;24917,2;24,9172;24,9172
Italy;Nicaragua;22652;22,652;22,652
Belgium;Angola;22274,5;22,2745;22,2745
Norway;Somalia;18140,6;18,1406;18,1406
Japan;Solomon Islands;17511,6;17,5116;17,5116
Korea, Republic Of;Congo, Dem. Rep.;12000;12;12
Benin;Central African Republic;8258,5;8,2585;8,2585
Netherlands;Somalia;6795,6;6,7956;6,7956
Japan;Cote d'Ivoire;5003,3;5,0033;5,0033
United Kingdom;Guyana;2686,8;2,6868;2,6868
Korea, Republic Of;Rwanda;2324,8;2,3248;2,3248
Korea, Republic Of;Uganda;2228,6;2,2286;2,2286
Congo, Rep.;Central African Republic;471,4;0,4714;0,4714
Russian Federation;Grenada;0;0;0
Russian Federation;Madagascar;0;0;0
Japan;Rwanda;0;0;0
Japan;Ethiopia;0;0;0
Japan;Ghana;0;0;0
Equatorial Guinea;Chad;0;0;0
Russian Federation;Nicaragua;0;0;0
Japan;Honduras;0;0;0
Canada;Ethiopia;0;0;0
New Zealand;Cameroon;0;0;0
Spain;Niger;0;0;0
India;Papua New Guinea;0;0;0
Norway;Benin;0;0;0
Belgium;Gambia, The;0;0;0
Brazil;Mauritania;0;0;0
Libya;Tanzania;0;0;0
France;Kosovo;0;0;0
Italy;Mongolia;0;0;0
Japan;Madagascar;0;0;0
Korea, Republic Of;Zambia;0;0;0
Kuwait;Zambia;0;0;0
India;Uganda;0;0;0
