"Date","Currency","Currency Pair","Buying","Selling","Mid Rate"
"25 May 2023","US Dollar","USDGHS","10.7747","10.7855","10.7801"
"24 May 2023","US Dollar","USDGHS","10.7720","10.7828","10.7774"
"23 May 2023","US Dollar","USDGHS","10.7720","10.7828","10.7774"
"22 May 2023","US Dollar","USDGHS","10.7824","10.7932","10.7878"
"19 May 2023","US Dollar","USDGHS","10.8074","10.8182","10.8128"
"18 May 2023","US Dollar","USDGHS","10.8289","10.8397","10.8343"
"17 May 2023","US Dollar","USDGHS","10.9365","10.9475","10.9420"
"16 May 2023","US Dollar","USDGHS","10.9538","10.9648","10.9593"
"15 May 2023","US Dollar","USDGHS","10.9580","10.9690","10.9635"
"12 May 2023","US Dollar","USDGHS","10.9590","10.9700","10.9645"
"11 May 2023","US Dollar","USDGHS","10.9593","10.9703","10.9648"
"10 May 2023","US Dollar","USDGHS","10.9543","10.9653","10.9598"
"09 May 2023","US Dollar","USDGHS","10.9493","10.9603","10.9548"
"08 May 2023","US Dollar","USDGHS","10.9493","10.9603","10.9548"
"05 May 2023","US Dollar","USDGHS","10.9463","10.9573","10.9518"
"04 May 2023","US Dollar","USDGHS","10.9463","10.9573","10.9518"
"03 May 2023","US Dollar","USDGHS","10.9460","10.9570","10.9515"
"02 May 2023","US Dollar","USDGHS","10.9461","10.9571","10.9516"
"28 Apr 2023","US Dollar","USDGHS","10.9461","10.9571","10.9516"
"27 Apr 2023","US Dollar","USDGHS","10.9463","10.9573","10.9518"
"26 Apr 2023","US Dollar","USDGHS","10.9466","10.9576","10.9521"
"25 Apr 2023","US Dollar","USDGHS","10.9436","10.9546","10.9491"
"21 Apr 2023","US Dollar","USDGHS","10.9386","10.9496","10.9441"
"20 Apr 2023","US Dollar","USDGHS","10.9388","10.9498","10.9443"
"19 Apr 2023","US Dollar","USDGHS","10.9378","10.9488","10.9433"
"18 Apr 2023","US Dollar","USDGHS","10.9373","10.9483","10.9428"
"17 Apr 2023","US Dollar","USDGHS","10.9363","10.9473","10.9418"
"14 Apr 2023","US Dollar","USDGHS","10.9343","10.9453","10.9398"
"13 Apr 2023","US Dollar","USDGHS","10.9313","10.9423","10.9368"
"12 Apr 2023","US Dollar","USDGHS","10.9263","10.9373","10.9318"
"11 Apr 2023","US Dollar","USDGHS","10.9243","10.9353","10.9298"
"06 Apr 2023","US Dollar","USDGHS","10.9245","10.9355","10.9300"
"05 Apr 2023","US Dollar","USDGHS","10.9245","10.9355","10.9300"
"04 Apr 2023","US Dollar","USDGHS","10.9395","10.9505","10.9450"
"03 Apr 2023","US Dollar","USDGHS","11.0062","11.0172","11.0117"
"31 Mar 2023","US Dollar","USDGHS","11.0082","11.0192","11.0137"
"30 Mar 2023","US Dollar","USDGHS","11.0083","11.0193","11.0138"
"29 Mar 2023","US Dollar","USDGHS","11.0084","11.0194","11.0139"
"28 Mar 2023","US Dollar","USDGHS","11.0085","11.0195","11.0140"
"27 Mar 2023","US Dollar","USDGHS","11.0087","11.0197","11.0142"
"24 Mar 2023","US Dollar","USDGHS","11.0088","11.0198","11.0143"
"23 Mar 2023","US Dollar","USDGHS","11.0087","11.0197","11.0142"
"22 Mar 2023","US Dollar","USDGHS","11.0089","11.0199","11.0144"
"21 Mar 2023","US Dollar","USDGHS","11.0085","11.0195","11.0140"
"20 Mar 2023","US Dollar","USDGHS","11.0085","11.0195","11.0140"
"17 Mar 2023","US Dollar","USDGHS","11.0086","11.0196","11.0141"
"16 Mar 2023","US Dollar","USDGHS","11.0086","11.0196","11.0141"
"15 Mar 2023","US Dollar","USDGHS","11.0084","11.0194","11.0139"
"14 Mar 2023","US Dollar","USDGHS","11.0081","11.0191","11.0136"
"13 Mar 2023","US Dollar","USDGHS","11.0081","11.0191","11.0136"
"10 Mar 2023","US Dollar","USDGHS","11.0086","11.0196","11.0141"
"09 Mar 2023","US Dollar","USDGHS","11.0082","11.0192","11.0137"
"08 Mar 2023","US Dollar","USDGHS","11.0079","11.0189","11.0134"
"07 Mar 2023","US Dollar","USDGHS","11.0081","11.0191","11.0136"
"03 Mar 2023","US Dollar","USDGHS","11.0083","11.0193","11.0138"
"02 Mar 2023","US Dollar","USDGHS","11.0088","11.0198","11.0143"
"01 Mar 2023","US Dollar","USDGHS","11.0090","11.0200","11.0145"
"28 Feb 2023","US Dollar","USDGHS","11.0080","11.0190","11.0135"
"27 Feb 2023","US Dollar","USDGHS","11.0075","11.0185","11.0130"
"24 Feb 2023","US Dollar","USDGHS","11.0077","11.0187","11.0132"
"23 Feb 2023","US Dollar","USDGHS","11.0079","11.0189","11.0134"
"22 Feb 2023","US Dollar","USDGHS","11.0029","11.0139","11.0084"
"21 Feb 2023","US Dollar","USDGHS","11.0009","11.0119","11.0064"
"20 Feb 2023","US Dollar","USDGHS","10.7985","10.8093","10.8039"
"17 Feb 2023","US Dollar","USDGHS","10.7985","10.8093","10.8039"
"16 Feb 2023","US Dollar","USDGHS","10.7965","10.8073","10.8019"
"15 Feb 2023","US Dollar","USDGHS","10.7967","10.8075","10.8021"
"14 Feb 2023","US Dollar","USDGHS","10.7964","10.8072","10.8018"
"13 Feb 2023","US Dollar","USDGHS","10.7944","10.8052","10.7998"
"10 Feb 2023","US Dollar","USDGHS","10.7939","10.8047","10.7993"
"09 Feb 2023","US Dollar","USDGHS","10.7929","10.8037","10.7983"
"08 Feb 2023","US Dollar","USDGHS","10.7930","10.8038","10.7984"
"07 Feb 2023","US Dollar","USDGHS","10.7932","10.8040","10.7986"
"06 Feb 2023","US Dollar","USDGHS","10.7933","10.8041","10.7987"
"03 Feb 2023","US Dollar","USDGHS","10.7936","10.8044","10.7990"
"02 Feb 2023","US Dollar","USDGHS","10.7938","10.8046","10.7992"
"01 Feb 2023","US Dollar","USDGHS","10.7941","10.8049","10.7995"
"31 Jan 2023","US Dollar","USDGHS","10.7943","10.8051","10.7997"
"30 Jan 2023","US Dollar","USDGHS","10.7945","10.8053","10.7999"
"27 Jan 2023","US Dollar","USDGHS","10.7946","10.8054","10.8000"
"26 Jan 2023","US Dollar","USDGHS","10.5947","10.6053","10.6000"
"25 Jan 2023","US Dollar","USDGHS","10.3998","10.4102","10.4050"
"24 Jan 2023","US Dollar","USDGHS","10.3998","10.4102","10.4050"
"23 Jan 2023","US Dollar","USDGHS","10.3948","10.4052","10.4000"
"20 Jan 2023","US Dollar","USDGHS","10.3507","10.3611","10.3559"
"19 Jan 2023","US Dollar","USDGHS","10.3509","10.3613","10.3561"
"18 Jan 2023","US Dollar","USDGHS","10.3510","10.3614","10.3562"
"17 Jan 2023","US Dollar","USDGHS","10.3410","10.3514","10.3462"
"16 Jan 2023","US Dollar","USDGHS","10.3305","10.3409","10.3357"
"13 Jan 2023","US Dollar","USDGHS","10.3305","10.3409","10.3357"
"12 Jan 2023","US Dollar","USDGHS","9.0402","9.0492","9.0447"
"11 Jan 2023","US Dollar","USDGHS","9.0252","9.0342","9.0297"
"10 Jan 2023","US Dollar","USDGHS","9.0052","9.0142","9.0097"
"06 Jan 2023","US Dollar","USDGHS","9.0002","9.0092","9.0047"
"05 Jan 2023","US Dollar","USDGHS","8.6067","8.6153","8.6110"
"04 Jan 2023","US Dollar","USDGHS","8.6017","8.6103","8.6060"
"03 Jan 2023","US Dollar","USDGHS","8.5817","8.5903","8.5860"
"30 Dec 2022","US Dollar","USDGHS","8.5717","8.5803","8.5760"
"29 Dec 2022","US Dollar","USDGHS","8.3108","8.3192","8.3150"
"28 Dec 2022","US Dollar","USDGHS","8.3008","8.3092","8.3050"
"23 Dec 2022","US Dollar","USDGHS","8.2988","8.3072","8.3030"
"22 Dec 2022","US Dollar","USDGHS","8.2959","8.3042","8.3000"
"21 Dec 2022","US Dollar","USDGHS","8.0050","8.0130","8.0090"
"20 Dec 2022","US Dollar","USDGHS","8.0000","8.0080","8.0040"
"19 Dec 2022","US Dollar","USDGHS","7.9970","8.0050","8.0010"
"16 Dec 2022","US Dollar","USDGHS","7.9972","8.0052","8.0012"
"15 Dec 2022","US Dollar","USDGHS","7.9975","8.0055","8.0015"
"14 Dec 2022","US Dollar","USDGHS","9.2954","9.3047","9.3000"
"13 Dec 2022","US Dollar","USDGHS","10.3948","10.4052","10.4000"
"12 Dec 2022","US Dollar","USDGHS","11.4943","11.5058","11.5000"
"09 Dec 2022","US Dollar","USDGHS","12.5517","12.5643","12.5580"
"08 Dec 2022","US Dollar","USDGHS","12.8886","12.9014","12.8950"
"07 Dec 2022","US Dollar","USDGHS","12.8936","12.9065","12.9000"
"06 Dec 2022","US Dollar","USDGHS","13.0769","13.0899","13.0834"
"05 Dec 2022","US Dollar","USDGHS","13.0968","13.1100","13.1034"
"01 Dec 2022","US Dollar","USDGHS","13.0973","13.1105","13.1039"
"30 Nov 2022","US Dollar","USDGHS","13.0978","13.1110","13.1044"
"29 Nov 2022","US Dollar","USDGHS","13.0980","13.1112","13.1046"
"28 Nov 2022","US Dollar","USDGHS","13.0982","13.1114","13.1048"
"25 Nov 2022","US Dollar","USDGHS","13.0985","13.1117","13.1051"
"24 Nov 2022","US Dollar","USDGHS","13.0987","13.1119","13.1053"
"23 Nov 2022","US Dollar","USDGHS","13.0989","13.1121","13.1055"
"22 Nov 2022","US Dollar","USDGHS","13.0986","13.1118","13.1052"
"21 Nov 2022","US Dollar","USDGHS","13.0988","13.1120","13.1054"
"18 Nov 2022","US Dollar","USDGHS","13.0990","13.1122","13.1056"
"17 Nov 2022","US Dollar","USDGHS","13.0991","13.1123","13.1057"
"16 Nov 2022","US Dollar","USDGHS","13.0892","13.1022","13.0957"
"15 Nov 2022","US Dollar","USDGHS","13.0742","13.0872","13.0807"
"14 Nov 2022","US Dollar","USDGHS","13.0744","13.0874","13.0809"
"11 Nov 2022","US Dollar","USDGHS","13.0694","13.0824","13.0759"
"10 Nov 2022","US Dollar","USDGHS","13.0694","13.0824","13.0759"
"09 Nov 2022","US Dollar","USDGHS","13.0494","13.0624","13.0559"
"08 Nov 2022","US Dollar","USDGHS","13.0314","13.0444","13.0379"
"07 Nov 2022","US Dollar","USDGHS","13.0114","13.0244","13.0179"
"04 Nov 2022","US Dollar","USDGHS","13.0012","13.0142","13.0077"
"03 Nov 2022","US Dollar","USDGHS","13.0017","13.0147","13.0082"
"02 Nov 2022","US Dollar","USDGHS","13.0029","13.0159","13.0094"
"01 Nov 2022","US Dollar","USDGHS","13.0019","13.0149","13.0084"
"31 Oct 2022","US Dollar","USDGHS","13.0021","13.0151","13.0086"
"28 Oct 2022","US Dollar","USDGHS","13.0026","13.0156","13.0091"
"27 Oct 2022","US Dollar","USDGHS","13.0028","13.0158","13.0093"
"26 Oct 2022","US Dollar","USDGHS","13.0018","13.0148","13.0083"
"25 Oct 2022","US Dollar","USDGHS","13.0020","13.0150","13.0085"
"24 Oct 2022","US Dollar","USDGHS","12.5274","12.5400","12.5337"
"21 Oct 2022","US Dollar","USDGHS","12.5244","12.5370","12.5307"
"20 Oct 2022","US Dollar","USDGHS","12.5823","12.5949","12.5886"
"19 Oct 2022","US Dollar","USDGHS","11.3076","11.3190","11.3133"
"18 Oct 2022","US Dollar","USDGHS","10.8655","10.8763","10.8709"
"17 Oct 2022","US Dollar","USDGHS","10.8655","10.8763","10.8709"
"14 Oct 2022","US Dollar","USDGHS","10.7115","10.7223","10.7169"
"13 Oct 2022","US Dollar","USDGHS","10.7061","10.7169","10.7115"
"12 Oct 2022","US Dollar","USDGHS","9.7871","9.7969","9.7920"
"11 Oct 2022","US Dollar","USDGHS","9.7176","9.7274","9.7225"
"10 Oct 2022","US Dollar","USDGHS","9.6427","9.6523","9.6475"
"07 Oct 2022","US Dollar","USDGHS","9.6327","9.6423","9.6375"
"06 Oct 2022","US Dollar","USDGHS","9.6302","9.6398","9.6350"
"05 Oct 2022","US Dollar","USDGHS","9.6302","9.6398","9.6350"
"04 Oct 2022","US Dollar","USDGHS","9.6302","9.6398","9.6350"
"03 Oct 2022","US Dollar","USDGHS","9.6200","9.6296","9.6248"
"30 Sep 2022","US Dollar","USDGHS","9.6000","9.6096","9.6048"
"29 Sep 2022","US Dollar","USDGHS","9.5537","9.5633","9.5585"
"28 Sep 2022","US Dollar","USDGHS","9.5435","9.5531","9.5483"
"27 Sep 2022","US Dollar","USDGHS","9.5385","9.5481","9.5433"
"26 Sep 2022","US Dollar","USDGHS","9.5365","9.5461","9.5413"
"23 Sep 2022","US Dollar","USDGHS","9.5366","9.5462","9.5414"
"22 Sep 2022","US Dollar","USDGHS","9.2367","9.2459","9.2413"
"20 Sep 2022","US Dollar","USDGHS","9.0355","9.0445","9.0400"
"19 Sep 2022","US Dollar","USDGHS","9.0055","9.0145","9.0100"
"16 Sep 2022","US Dollar","USDGHS","8.2856","8.2938","8.2897"
"15 Sep 2022","US Dollar","USDGHS","8.2756","8.2838","8.2797"
"14 Sep 2022","US Dollar","USDGHS","8.2656","8.2738","8.2697"
"13 Sep 2022","US Dollar","USDGHS","8.2646","8.2728","8.2687"
"12 Sep 2022","US Dollar","USDGHS","8.2544","8.2626","8.2585"
"09 Sep 2022","US Dollar","USDGHS","8.2524","8.2606","8.2565"
"08 Sep 2022","US Dollar","USDGHS","8.2424","8.2506","8.2465"
"07 Sep 2022","US Dollar","USDGHS","8.2424","8.2506","8.2465"
"06 Sep 2022","US Dollar","USDGHS","8.2374","8.2456","8.2415"
"05 Sep 2022","US Dollar","USDGHS","8.2344","8.2426","8.2385"
"02 Sep 2022","US Dollar","USDGHS","8.2294","8.2376","8.2335"
"01 Sep 2022","US Dollar","USDGHS","8.2284","8.2366","8.2325"
"31 Aug 2022","US Dollar","USDGHS","8.2284","8.2366","8.2325"
"30 Aug 2022","US Dollar","USDGHS","8.2234","8.2316","8.2275"
"29 Aug 2022","US Dollar","USDGHS","8.2224","8.2306","8.2265"
"26 Aug 2022","US Dollar","USDGHS","8.2214","8.2296","8.2255"
"25 Aug 2022","US Dollar","USDGHS","8.2209","8.2291","8.2250"
"24 Aug 2022","US Dollar","USDGHS","8.2210","8.2292","8.2251"
"23 Aug 2022","US Dollar","USDGHS","8.1910","8.1992","8.1951"
"22 Aug 2022","US Dollar","USDGHS","8.1900","8.1982","8.1941"
"19 Aug 2022","US Dollar","USDGHS","8.1450","8.1532","8.1491"
"18 Aug 2022","US Dollar","USDGHS","8.0951","8.1031","8.0991"
"17 Aug 2022","US Dollar","USDGHS","8.0951","8.1031","8.0991"
"16 Aug 2022","US Dollar","USDGHS","8.0751","8.0831","8.0791"
"15 Aug 2022","US Dollar","USDGHS","8.0631","8.0711","8.0671"
"12 Aug 2022","US Dollar","USDGHS","8.0531","8.0611","8.0571"
"11 Aug 2022","US Dollar","USDGHS","8.0281","8.0361","8.0321"
"10 Aug 2022","US Dollar","USDGHS","8.0261","8.0341","8.0301"
"09 Aug 2022","US Dollar","USDGHS","8.0161","8.0241","8.0201"
"08 Aug 2022","US Dollar","USDGHS","8.0011","8.0091","8.0051"
"05 Aug 2022","US Dollar","USDGHS","7.9961","8.0041","8.0001"
"03 Aug 2022","US Dollar","USDGHS","7.6432","7.6508","7.6470"
"02 Aug 2022","US Dollar","USDGHS","7.6402","7.6478","7.6440"
"01 Aug 2022","US Dollar","USDGHS","7.6102","7.6178","7.6140"
"29 Jul 2022","US Dollar","USDGHS","7.6082","7.6158","7.6120"
"28 Jul 2022","US Dollar","USDGHS","7.5582","7.5658","7.5620"
"27 Jul 2022","US Dollar","USDGHS","7.5262","7.5338","7.5300"
"26 Jul 2022","US Dollar","USDGHS","7.4963","7.5038","7.5000"
"25 Jul 2022","US Dollar","USDGHS","7.4963","7.5038","7.5000"
"22 Jul 2022","US Dollar","USDGHS","7.4708","7.4782","7.4745"
"21 Jul 2022","US Dollar","USDGHS","7.4408","7.4482","7.4445"
"20 Jul 2022","US Dollar","USDGHS","7.4308","7.4382","7.4345"
"19 Jul 2022","US Dollar","USDGHS","7.4008","7.4082","7.4045"
"18 Jul 2022","US Dollar","USDGHS","7.3808","7.3882","7.3845"
"15 Jul 2022","US Dollar","USDGHS","7.3808","7.3882","7.3845"
"14 Jul 2022","US Dollar","USDGHS","7.3508","7.3582","7.3545"
"13 Jul 2022","US Dollar","USDGHS","7.3308","7.3382","7.3345"
"12 Jul 2022","US Dollar","USDGHS","7.3208","7.3282","7.3245"
"08 Jul 2022","US Dollar","USDGHS","7.3008","7.3082","7.3045"
"07 Jul 2022","US Dollar","USDGHS","7.2809","7.2881","7.2845"
"06 Jul 2022","US Dollar","USDGHS","7.2659","7.2731","7.2695"
"05 Jul 2022","US Dollar","USDGHS","7.2409","7.2481","7.2445"
"04 Jul 2022","US Dollar","USDGHS","7.2309","7.2381","7.2345"
"01 Jul 2022","US Dollar","USDGHS","7.2309","7.2381","7.2345"
"30 Jun 2022","US Dollar","USDGHS","7.2269","7.2341","7.2305"
"29 Jun 2022","US Dollar","USDGHS","7.2209","7.2281","7.2245"
"28 Jun 2022","US Dollar","USDGHS","7.2189","7.2261","7.2225"
"27 Jun 2022","US Dollar","USDGHS","7.2164","7.2236","7.2200"
"24 Jun 2022","US Dollar","USDGHS","7.2114","7.2186","7.2150"
"23 Jun 2022","US Dollar","USDGHS","7.2074","7.2146","7.2110"
"22 Jun 2022","US Dollar","USDGHS","7.2074","7.2146","7.2110"
"21 Jun 2022","US Dollar","USDGHS","7.2024","7.2096","7.2060"
"20 Jun 2022","US Dollar","USDGHS","7.2024","7.2096","7.2060"
"17 Jun 2022","US Dollar","USDGHS","7.1994","7.2066","7.2030"
"16 Jun 2022","US Dollar","USDGHS","7.1994","7.2066","7.2030"
"15 Jun 2022","US Dollar","USDGHS","7.1994","7.2066","7.2030"
"14 Jun 2022","US Dollar","USDGHS","7.1974","7.2046","7.2010"
"13 Jun 2022","US Dollar","USDGHS","7.1964","7.2036","7.2000"
"10 Jun 2022","US Dollar","USDGHS","7.1964","7.2036","7.2000"
"09 Jun 2022","US Dollar","USDGHS","7.1569","7.1641","7.1605"
"08 Jun 2022","US Dollar","USDGHS","7.1489","7.1561","7.1525"
"07 Jun 2022","US Dollar","USDGHS","7.1435","7.1507","7.1471"
"06 Jun 2022","US Dollar","USDGHS","7.1425","7.1497","7.1461"
"03 Jun 2022","US Dollar","USDGHS","7.1425","7.1497","7.1461"
"02 Jun 2022","US Dollar","USDGHS","7.1415","7.1487","7.1451"
"01 Jun 2022","US Dollar","USDGHS","7.1405","7.1477","7.1441"
"31 May 2022","US Dollar","USDGHS","7.1405","7.1477","7.1441"
"30 May 2022","US Dollar","USDGHS","7.1377","7.1449","7.1413"
"27 May 2022","US Dollar","USDGHS","7.1377","7.1449","7.1413"
"26 May 2022","US Dollar","USDGHS","7.1342","7.1414","7.1378"
"25 May 2022","US Dollar","USDGHS","7.1337","7.1409","7.1373"
"24 May 2022","US Dollar","USDGHS","7.1317","7.1389","7.1353"
"23 May 2022","US Dollar","USDGHS","7.1297","7.1369","7.1333"
"20 May 2022","US Dollar","USDGHS","7.1287","7.1359","7.1323"
"19 May 2022","US Dollar","USDGHS","7.1262","7.1334","7.1298"
"18 May 2022","US Dollar","USDGHS","7.1262","7.1334","7.1298"
"17 May 2022","US Dollar","USDGHS","7.1217","7.1289","7.1253"
"16 May 2022","US Dollar","USDGHS","7.1167","7.1239","7.1203"
"13 May 2022","US Dollar","USDGHS","7.1127","7.1199","7.1163"
"12 May 2022","US Dollar","USDGHS","7.1107","7.1179","7.1143"
"11 May 2022","US Dollar","USDGHS","7.1107","7.1179","7.1143"
"10 May 2022","US Dollar","USDGHS","7.1100","7.1172","7.1136"
"09 May 2022","US Dollar","USDGHS","7.1095","7.1167","7.1131"
"06 May 2022","US Dollar","USDGHS","7.1096","7.1168","7.1132"
"05 May 2022","US Dollar","USDGHS","7.1097","7.1169","7.1133"
"04 May 2022","US Dollar","USDGHS","7.1097","7.1169","7.1133"
"29 Apr 2022","US Dollar","USDGHS","7.1092","7.1164","7.1128"
"28 Apr 2022","US Dollar","USDGHS","7.1087","7.1159","7.1123"
"27 Apr 2022","US Dollar","USDGHS","7.1088","7.1160","7.1124"
"26 Apr 2022","US Dollar","USDGHS","7.1089","7.1161","7.1125"
"25 Apr 2022","US Dollar","USDGHS","7.1087","7.1159","7.1123"
"22 Apr 2022","US Dollar","USDGHS","7.1088","7.1160","7.1124"
"21 Apr 2022","US Dollar","USDGHS","7.1086","7.1158","7.1122"
"20 Apr 2022","US Dollar","USDGHS","7.1086","7.1158","7.1122"
"19 Apr 2022","US Dollar","USDGHS","7.1088","7.1160","7.1124"
"14 Apr 2022","US Dollar","USDGHS","7.1088","7.1160","7.1124"
"13 Apr 2022","US Dollar","USDGHS","7.1090","7.1162","7.1126"
"12 Apr 2022","US Dollar","USDGHS","7.1089","7.1161","7.1125"
"11 Apr 2022","US Dollar","USDGHS","7.1089","7.1161","7.1125"
"08 Apr 2022","US Dollar","USDGHS","7.1084","7.1156","7.1120"
"07 Apr 2022","US Dollar","USDGHS","7.1084","7.1156","7.1120"
"06 Apr 2022","US Dollar","USDGHS","7.1081","7.1153","7.1117"
"05 Apr 2022","US Dollar","USDGHS","7.1083","7.1155","7.1119"
"04 Apr 2022","US Dollar","USDGHS","7.1084","7.1156","7.1120"
"01 Apr 2022","US Dollar","USDGHS","7.1084","7.1156","7.1120"
"31 Mar 2022","US Dollar","USDGHS","7.1086","7.1158","7.1122"
"30 Mar 2022","US Dollar","USDGHS","7.1088","7.1160","7.1124"
"29 Mar 2022","US Dollar","USDGHS","7.1088","7.1160","7.1124"
"28 Mar 2022","US Dollar","USDGHS","7.1090","7.1162","7.1126"
"25 Mar 2022","US Dollar","USDGHS","7.1085","7.1157","7.1121"
"24 Mar 2022","US Dollar","USDGHS","7.1086","7.1158","7.1122"
"23 Mar 2022","US Dollar","USDGHS","7.1087","7.1159","7.1123"
"22 Mar 2022","US Dollar","USDGHS","7.1088","7.1160","7.1124"
"21 Mar 2022","US Dollar","USDGHS","7.1089","7.1161","7.1125"
"18 Mar 2022","US Dollar","USDGHS","7.1089","7.1161","7.1125"
"17 Mar 2022","US Dollar","USDGHS","7.0315","7.0385","7.0350"
"16 Mar 2022","US Dollar","USDGHS","7.0315","7.0385","7.0350"
"15 Mar 2022","US Dollar","USDGHS","7.0315","7.0385","7.0350"
"14 Mar 2022","US Dollar","USDGHS","7.0265","7.0335","7.0300"
"11 Mar 2022","US Dollar","USDGHS","7.0215","7.0285","7.0250"
"10 Mar 2022","US Dollar","USDGHS","7.0165","7.0235","7.0200"
"09 Mar 2022","US Dollar","USDGHS","7.0066","7.0136","7.0101"
"08 Mar 2022","US Dollar","USDGHS","7.0065","7.0135","7.0100"
"04 Mar 2022","US Dollar","USDGHS","6.9984","7.0054","7.0019"
"03 Mar 2022","US Dollar","USDGHS","6.9974","7.0044","7.0009"
"02 Mar 2022","US Dollar","USDGHS","6.9931","7.0001","6.9966"
"01 Mar 2022","US Dollar","USDGHS","6.6972","6.7040","6.7006"
"28 Feb 2022","US Dollar","USDGHS","6.5971","6.6037","6.6004"
"25 Feb 2022","US Dollar","USDGHS","6.5971","6.6037","6.6004"
"24 Feb 2022","US Dollar","USDGHS","6.4971","6.5037","6.5004"
"23 Feb 2022","US Dollar","USDGHS","6.4470","6.4534","6.4502"
"22 Feb 2022","US Dollar","USDGHS","6.4193","6.4257","6.4225"
"21 Feb 2022","US Dollar","USDGHS","6.4195","6.4259","6.4227"
"18 Feb 2022","US Dollar","USDGHS","6.4195","6.4259","6.4227"
"17 Feb 2022","US Dollar","USDGHS","6.3170","6.3234","6.3202"
"16 Feb 2022","US Dollar","USDGHS","6.3068","6.3132","6.3100"
"15 Feb 2022","US Dollar","USDGHS","6.3037","6.3101","6.3069"
"14 Feb 2022","US Dollar","USDGHS","6.2989","6.3053","6.3021"
"11 Feb 2022","US Dollar","USDGHS","6.2988","6.3052","6.3020"
"10 Feb 2022","US Dollar","USDGHS","6.2076","6.2138","6.2107"
"09 Feb 2022","US Dollar","USDGHS","6.1974","6.2036","6.2005"
"08 Feb 2022","US Dollar","USDGHS","6.1976","6.2038","6.2007"
"07 Feb 2022","US Dollar","USDGHS","6.1567","6.1629","6.1598"
"04 Feb 2022","US Dollar","USDGHS","6.1046","6.1108","6.1077"
"03 Feb 2022","US Dollar","USDGHS","6.1046","6.1108","6.1077"
"02 Feb 2022","US Dollar","USDGHS","6.0996","6.1058","6.1027"
"01 Feb 2022","US Dollar","USDGHS","6.0996","6.1058","6.1027"
"31 Jan 2022","US Dollar","USDGHS","6.0206","6.0266","6.0236"
"28 Jan 2022","US Dollar","USDGHS","6.0196","6.0256","6.0226"
"27 Jan 2022","US Dollar","USDGHS","6.0196","6.0256","6.0226"
"26 Jan 2022","US Dollar","USDGHS","6.0094","6.0154","6.0124"
"25 Jan 2022","US Dollar","USDGHS","6.0079","6.0139","6.0109"
"24 Jan 2022","US Dollar","USDGHS","6.0079","6.0139","6.0109"
"21 Jan 2022","US Dollar","USDGHS","6.0069","6.0129","6.0099"
"20 Jan 2022","US Dollar","USDGHS","6.0071","6.0131","6.0101"
"19 Jan 2022","US Dollar","USDGHS","6.0071","6.0131","6.0101"
"18 Jan 2022","US Dollar","USDGHS","6.0053","6.0113","6.0083"
"17 Jan 2022","US Dollar","USDGHS","6.0033","6.0093","6.0063"
"14 Jan 2022","US Dollar","USDGHS","6.0033","6.0093","6.0063"
"13 Jan 2022","US Dollar","USDGHS","6.0032","6.0092","6.0062"
"12 Jan 2022","US Dollar","USDGHS","6.0032","6.0092","6.0062"
"11 Jan 2022","US Dollar","USDGHS","6.0034","6.0094","6.0064"
"10 Jan 2022","US Dollar","USDGHS","6.0034","6.0094","6.0064"
"06 Jan 2022","US Dollar","USDGHS","6.0034","6.0094","6.0064"
"05 Jan 2022","US Dollar","USDGHS","6.0029","6.0089","6.0059"
"04 Jan 2022","US Dollar","USDGHS","6.0031","6.0091","6.0061"
"31 Dec 2021","US Dollar","USDGHS","6.0031","6.0091","6.0061"
"30 Dec 2021","US Dollar","USDGHS","5.9931","5.9991","5.9961"
"29 Dec 2021","US Dollar","USDGHS","5.9779","5.9839","5.9809"
"24 Dec 2021","US Dollar","USDGHS","5.9744","5.9804","5.9774"
"23 Dec 2021","US Dollar","USDGHS","5.9594","5.9654","5.9624"
"22 Dec 2021","US Dollar","USDGHS","5.9543","5.9603","5.9573"
"21 Dec 2021","US Dollar","USDGHS","5.9533","5.9593","5.9563"
"20 Dec 2021","US Dollar","USDGHS","5.9508","5.9568","5.9538"
"17 Dec 2021","US Dollar","USDGHS","5.9510","5.9570","5.9540"
"16 Dec 2021","US Dollar","USDGHS","5.9361","5.9421","5.9391"
"15 Dec 2021","US Dollar","USDGHS","5.9361","5.9421","5.9391"
"14 Dec 2021","US Dollar","USDGHS","5.9301","5.9361","5.9331"
"13 Dec 2021","US Dollar","USDGHS","5.9286","5.9346","5.9316"
"10 Dec 2021","US Dollar","USDGHS","5.9284","5.9344","5.9314"
"09 Dec 2021","US Dollar","USDGHS","5.9182","5.9242","5.9212"
"08 Dec 2021","US Dollar","USDGHS","5.9182","5.9242","5.9212"
"07 Dec 2021","US Dollar","USDGHS","5.9172","5.9232","5.9202"
"06 Dec 2021","US Dollar","USDGHS","5.9172","5.9232","5.9202"
"02 Dec 2021","US Dollar","USDGHS","5.9152","5.9212","5.9182"
"01 Dec 2021","US Dollar","USDGHS","5.9152","5.9212","5.9182"
"30 Nov 2021","US Dollar","USDGHS","5.9142","5.9202","5.9172"
"29 Nov 2021","US Dollar","USDGHS","5.9122","5.9182","5.9152"
"26 Nov 2021","US Dollar","USDGHS","5.9112","5.9172","5.9142"
"25 Nov 2021","US Dollar","USDGHS","5.9092","5.9152","5.9122"
"24 Nov 2021","US Dollar","USDGHS","5.9087","5.9147","5.9117"
